Name,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Cassius Stanley - 2014,"6' 3.5""","6' 4.5""",170,"6' 6""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Andrew Harrison - 2014,"6' 5""","6' 6""",210,"6' 8.25""","8' 3""",4,8.5,10,30,"10' 9""",36.5,"11' 3.5""",13,10.52,3.19,NA,44
EJ Floreal - 2014,"6' 3""","6' 4""",200,"6' 7.5""","8' 3""",6.7,8.5,9.25,NA,NA,NA,NA,NA,NA,NA,NA,No
Hallice Cooke - 2012,"6' 1""",NA,167,"6' 7""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Derryl Williams - 2012,"6' 1.5""",NA,196,"6' 6.75""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Newman - 2015,"6' 2.5""","6' 4""",179,"6' 5""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dar Tucker - 2015,"6' 3""","6' 4.25""",222,"6' 7.5""","8' 3""",NA,0,0,31.5,"10' 10.5""",37,"11' 4""",NA,12.46,NA,NA,No
T.J. Price - 2015,"6' 2.25""",NA,227,"6' 9""","8' 3""",NA,0,0,28.5,"10' 7.5""",NA,NA,NA,11.89,3.22,NA,No
Trevon Duval - 2015,"6' 1""",NA,185,"6' 8""","8' 3""",NA,0,0,30.5,"10' 9.5""",37,"11' 4""",NA,12.07,3.28,NA,No
Jeff Dowtin - 2015,"6' 2""",NA,154,"6' 7""","8' 3""",NA,0,0,28.5,"10' 7.5""",34,"11' 1""",NA,12.14,3.27,NA,No
Isaiah Cousins - 2015,"6' 0.5""","6' 3""",196,"6' 5.5""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Josh Jackson - 2016,NA,"6' 7.75""",203,"6' 9.75""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Howard Washington - 2016,NA,"6' 3""",170,"6' 6""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Juan'ya Green - 2016,"6' 1.5""","6' 3""",198,"6' 7.5""","8' 3""",NA,0,0,28,"10' 7""",NA,NA,NA,11.31,3.41,NA,No
Retin Obasohan - 2016,"6' 1.5""","6' 3""",224,"6' 8""","8' 3""",NA,0,0,31,"10' 10""",NA,NA,NA,10.81,3.21,NA,No
Corey Hawkins - 2016,"6' 0.5""","6' 2""",194,"6' 8""","8' 3""",NA,0,0,28.5,"10' 7.5""",33.5,"11' 0.5""",NA,10.53,3.44,NA,No
Walt Lemon - 2016,"6' 2.5""","6' 3.5""",185,"6' 6.5""","8' 3""",NA,0,0,32.5,"10' 11.5""",39.5,"11' 6.5""",NA,10.54,3.08,NA,No
Jalen Poyser - 2015,"6' 3""","6' 5""",184,"6' 4.75""","8' 3""",5.3,8,9,30.5,"10' 9.5""",39,"11' 6""",2,11.1,3.27,NA,No
George Tsintadze - 2008,NA,"6' 3.75""",196,"6' 3.5""","8' 3""",NA,0,0,23,"10' 2""",26,"10' 5""",NA,NA,NA,NA,No
Sam Van Rossom - 2008,NA,"6' 2.75""",195,"6' 4.25""","8' 3""",NA,0,0,28,"10' 7""",33,"11' 0""",NA,NA,NA,NA,No
Nenad Mijatovic - 2008,NA,"6' 4.5""",202,"6' 1.5""","8' 3""",NA,0,0,23,"10' 2""",26,"10' 5""",NA,NA,NA,NA,No
Oleksandr Kolchenko - 2008,NA,"6' 4.25""",222,"6' 5.5""","8' 3""",NA,0,0,30,"10' 9""",34,"11' 1""",NA,NA,NA,NA,No
Sergi Garcia - 2016,"6' 2.5""","6' 3.5""",198,"6' 5""","8' 3""",NA,0,0,23,"10' 2""",28.5,"10' 7.5""",NA,11.41,3.38,NA,No
William White McDowell - 2016,"6' 3.5""","6' 4.5""",182,"6' 5""","8' 3""",NA,0,0,27,"10' 6""",33.5,"11' 0.5""",NA,12.28,3.32,NA,No
Jaylen Nowell - 2016,NA,"6' 5.5""",191,"6' 7""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
De'Aaron Fox - 2016,"6' 2.25""","6' 3.25""",185,"6' 4.5""","8' 3""",NA,8,9.25,34,"11' 1""",38.5,"11' 5.5""",9,10.81,NA,NA,No
Malik Monk - 2016,"6' 2.25""","6' 3""",197,"6' 3.5""","8' 3""",NA,8.25,9,36.5,"11' 3.5""",42,"11' 9""",2,10.34,NA,NA,No
D'Aundray Brown - 2012,"6' 2.25""","6' 3.5""",189,"6' 6.25""","8' 2.75""",10,8,0,31.3,"10' 10.05""",36.8,"11' 3.55""",12,11.4,3.25,NA,No
Dorde Pazin - 2016,"6' 5.25""",NA,172,"6' 4.75""","8' 2.75""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Abramo Pene - 2016,"6' 3.25""",NA,142,"6' 5.5""","8' 2.75""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dwayne Mitchell - 2006,"6' 2""","6' 3.25""",208,"6' 6.5""","8' 2.5""",4.5,0,0,37.5,"11' 4""",41.5,"11' 8""",17,11.45,3.16,3,No
Lester Hudson - 2008,"5' 11.75""","6' 1""",196,"6' 8.75""","8' 2.5""",3.4,0,0,30.5,"10' 9""",36,"11' 2.5""",12,11.15,3.16,NA,58
Derrick Rose - 2008,"6' 1.5""","6' 2.5""",196,"6' 8""","8' 2.5""",4.6,0,0,34.5,"11' 1""",40,"11' 6.5""",10,11.69,3.05,NA,1
DeMarcus Nelson - 2008,"6' 1""","6' 2.25""",196,"6' 10""","8' 2.5""",4.5,0,0,34.5,"11' 1""",38.5,"11' 5""",19,10.54,3.13,NA,No
Luther Head - 2005,"6' 2""","6' 3""",179,"6' 5.25""","8' 2.5""",NA,0,0,31.5,"10' 10""",38.5,"11' 5""",14,11.12,3.21,7,24
Carl Krauser - 2005,"5' 11.5""","6' 0.75""",193,"6' 5.5""","8' 2.5""",NA,0,0,26,"10' 4.5""",31,"10' 9.5""",8,11.62,3.38,62,No
Luis Flores - 2004,"6' 0.5""","6' 1.75""",202,"6' 7.5""","8' 2.5""",NA,0,0,29,"10' 7.5""",32,"10' 10.5""",15,10.97,3.1,9,55
Devin Harris - 2004,"6' 1.75""","6' 3""",170,"6' 7.5""","8' 2.5""",NA,0,0,30.5,"10' 9""",37,"11' 3.5""",5,11.03,3.19,33,5
Rashad Wright - 2004,"6' 0.5""","6' 1.75""",190,"6' 10""","8' 2.5""",NA,0,0,28.5,"10' 7""",32.5,"10' 11""",10,11.15,3.28,36,59
Matt Carroll - 2003,"6' 5""","6' 6.25""",207,"6' 6.5""","8' 2.5""",6.7,0,0,29,"10' 7.5""",33.5,"11' 0""",13,11.11,3.35,33,No
Kirk Hinrich - 2003,"6' 2.75""","6' 3.75""",186,"6' 6""","8' 2.5""",5.3,0,0,29,"10' 7.5""",33.5,"11' 0""",10,10.98,3.1,20,7
Maurice Williams - 2003,"6' 0.75""","6' 2""",189,"6' 5.5""","8' 2.5""",6.7,0,0,NA,NA,NA,NA,3,NA,NA,80,47
Derrick Zimmerman - 2003,"6' 1""","6' 2.25""",190,"6' 9""","8' 2.5""",5.3,0,0,34,"11' 0.5""",40.5,"11' 7""",13,11.09,3.1,7,40
Marcus Taylor - 2002,"6' 1""","6' 2""",181,"6' 4.5""","8' 2.5""",NA,0,0,27.5,"10' 6""",33.5,"11' 0""",4,11.25,3.31,49,51
Michael Hermon - 2000,"6' 2.75""","6' 3.5""",195,"6' 6.25""","8' 2.5""",NA,0,0,29,"10' 7.5""",33,"10' 11.5""",,11.79,3.25,36,No
Jeff Teague - 2009,"6' 0.25""","6' 1.5""",175,"6' 7.5""","8' 2.5""",4.5,0,0,30.5,"10' 9""",36.5,"11' 3""",13,11.05,3.18,NA,19
Rodney Green - 2010,"6' 3.5""",NA,216,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dwight Lewis - 2010,"6' 4.5""",NA,210,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Avery Bradley - 2010,"6' 2""","6' 3.25""",180,"6' 7.25""","8' 2.5""",4,8.25,9.5,31.5,"10' 10""",37.5,"11' 4""",2,11.47,3.14,NA,19
Chaisson Allen - 2011,"6' 3.75""",NA,193,"6' 5""","8' 2.5""",NA,0,0,30,"10' 8.5""",NA,NA,NA,11.09,3.32,NA,No
Steven Gray - 2011,"6' 3.25""",NA,210,"6' 6.5""","8' 2.5""",NA,0,0,30.5,"10' 9""",NA,NA,NA,11.45,3.35,NA,No
Casey Mitchell - 2011,"6' 2.25""",NA,227,"6' 6.5""","8' 2.5""",NA,0,0,29,"10' 7.5""",NA,NA,NA,12.69,3.29,NA,No
Derwin Kitchen - 2011,"6' 2.5""","6' 3.5""",195,"6' 9""","8' 2.5""",8.8,9,0,29,"10' 7.5""",34,"11' 0.5""",NA,NA,3.92,NA,No
Brandon Knight - 2011,"6' 1.5""","6' 3.25""",177,"6' 6.75""","8' 2.5""",4.2,8.25,9.5,29,"10' 7.5""",37.5,"11' 4""",10,10.74,3.07,NA,8
Orlando Johnson - 2012,"6' 3""","6' 4.5""",223,"6' 11""","8' 2.5""",10.2,9.5,0,34,"11' 0.5""",39,"11' 5.5""",14,11.22,3.39,NA,36
Doron Lamb - 2012,"6' 3.25""","6' 4.75""",199,"6' 6.75""","8' 2.5""",6.7,8.5,8.75,29,"10' 7.5""",33.5,"11' 0""",2,11.12,3.41,NA,42
Sasu Salin - 2012,"6' 1.75""","6' 2.75""",191,"6' 5.5""","8' 2.5""",NA,0,0,26,"10' 4.5""",30.5,"10' 9""",NA,11.14,3.41,NA,No
Jon Scheyer - 2006,"6' 4.25""",NA,NA,"6' 4.25""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ian Clark - 2013,"6' 2.25""",NA,173,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kwame Vaughn - 2013,"6' 2.75""",NA,187,"6' 6.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Triche - 2013,"6' 2.5""","6' 3.5""",215,"6' 6.5""","8' 2.5""",7.2,8,9,31.5,"10' 10""",36.5,"11' 3""",15,11.17,3.36,NA,No
Bryant Crawford - 2013,"6' 1""","6' 2.5""",182,"6' 5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Klemen Prepelic - 2013,"6' 2.5""","6' 3.5""",180,"6' 3""","8' 2.5""",NA,0,0,25,"10' 3.5""",32,"10' 10.5""",NA,11.13,3.32,NA,No
Bryant Crawford - 2013,NA,"6' 2.5""",186,"6' 6""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Andre Dawkins - 2014,"6' 3.5""",NA,206,"6' 8.5""","8' 2.5""",NA,0,0,30,"10' 8.5""",NA,NA,NA,10.89,3.43,NA,No
Elfrid Payton - 2014,"6' 2.5""","6' 3.75""",185,"6' 8""","8' 2.5""",5.7,8.75,9,31.5,"10' 10""",35.5,"11' 2""",NA,11.06,3.23,NA,10
Klemen Prepelic - 2014,"6' 2.5""","6' 3.5""",186,"6' 3.5""","8' 2.5""",NA,0,0,26.5,"10' 5""",29.5,"10' 8""",NA,11.52,3.59,NA,No
Rafael Freire - 2014,"6' 1.75""","6' 2.75""",199,"6' 4.25""","8' 2.5""",NA,0,0,30,"10' 8.5""",31,"10' 9.5""",NA,11.52,3.26,NA,No
Allerick Freeman - 2012,"6' 2.25""",NA,193,"6' 4.25""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dominique Matthews - 2012,"6' 1.5""",NA,174,"6' 5.5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Newman - 2012,"6' 1.5""",NA,170,"6' 4.75""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamal Murray - 2015,NA,"6' 5""",204,"6' 7""","8' 2.5""",NA,8.38,10.25,NA,NA,NA,NA,NA,NA,NA,NA,No
Luke Kennard - 2015,"6' 4.75""","6' 5""",187,"6' 5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Xavier Munford - 2015,"6' 1.5""","6' 2.75""",174,"6' 4.5""","8' 2.5""",NA,0,0,27,"10' 5.5""",35,"11' 1.5""",NA,11.67,3.36,NA,No
Marcus Thornton - 2015,"6' 1.5""",NA,179,"6' 7.5""","8' 2.5""",NA,0,0,32.5,"10' 11""",NA,NA,NA,11.19,3.31,NA,45
Tyler Harvey - 2015,"6' 2.75""","6' 4""",181,"6' 5.5""","8' 2.5""",9.2,7.75,8.75,26,"10' 4.5""",28.5,"10' 7""",1,10.52,3.44,NA,51
Terry Rozier - 2015,"6' 0.75""","6' 2.25""",190,"6' 8.25""","8' 2.5""",5.6,8.25,8.75,33,"10' 11.5""",38,"11' 4.5""",7,10.88,3.15,NA,16
Davis Geks - 2015,"6' 2.5""","6' 3.5""",185,"6' 4.25""","8' 2.5""",NA,0,0,25,"10' 3.5""",29.5,"10' 8""",NA,11.39,3.3,NA,No
Fotis Kapris - 2015,"6' 1.75""","6' 3""",174,"6' 4""","8' 2.5""",NA,0,0,23,"10' 1.5""",28.5,"10' 7""",NA,11.61,3.5,NA,No
Ognjen Jaramaz - 2015,"6' 2.75""","6' 4""",193,"6' 5.25""","8' 2.5""",NA,0,0,29.5,"10' 8""",33,"10' 11.5""",NA,10.91,3.23,NA,No
Kameron McGusty - 2015,"6' 3""",NA,166,"6' 6""","8' 2.5""",NA,0,0,29,"10' 7.5""",34,"11' 0.5""",NA,11.18,3.66,NA,No
Jemarl Baker - 2015,"6' 1.5""",NA,168,"6' 5.5""","8' 2.5""",NA,0,0,23.5,"10' 2""",29.5,"10' 8""",NA,11.76,3.36,NA,No
Wendell Mitchell - 2015,NA,"6' 3""",176,"6' 6""","8' 2.5""",5.3,8.5,8.75,NA,NA,34.5,"11' 1""",12,10.29,3.01,NA,No
Frank Jackson - 2016,NA,"6' 3.5""",208,"6' 6.75""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaiah Cousins - 2016,"6' 3.25""","6' 4.5""",194,"6' 6.25""","8' 2.5""",4.8,8.25,8.75,30.5,"10' 9""",37,"11' 3.5""",NA,10.79,3.24,NA,No
A.J. English - 2016,"6' 2""","6' 3""",182,"6' 10""","8' 2.5""",5.3,8.75,8.5,29.5,"10' 8""",35.5,"11' 2""",NA,12.27,3.28,NA,No
Ika Nwamu - 2015,"6' 1.75""","6' 3""",218,"6' 6.5""","8' 2.5""",4.6,8.5,9.75,28.5,"10' 7""",41.5,"11' 8""",20,10.57,3.27,NA,No
Alex Perez - 2015,"6' 2.75""","6' 4""",187,"6' 5.5""","8' 2.5""",6.9,8.25,9.5,27.5,"10' 6""",33,"10' 11.5""",2,10.74,3.44,NA,No
Matteo Nicoli - 2016,"6' 1.5""","6' 2.5""",150,"6' 5""","8' 2.5""",NA,0,0,23,"10' 1.5""",25,"10' 3.5""",NA,12.26,3.62,NA,No
Daejon Davis - 2016,NA,"6' 4""",177,"6' 6""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Montez Mathis - 2016,NA,"6' 3.5""",191,"6' 6""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Matias Nocedal - 2010,"6' 1.62""","6' 2.80""",180,"6' 5.17""","8' 2.43""",NA,0,0,28.7,"10' 7.13""",37,"11' 3.43""",NA,NA,NA,NA,No
Edwin Jackson - 2011,"6' 2.02""","6' 3.20""",198,"6' 6.74""","8' 2.43""",3.5,0,0,30.8,"10' 9.23""",35.7,"11' 2.13""",NA,NA,3.06,NA,No
David Jelinek - 2011,"6' 3.98""","6' 5.17""",194,"6' 5.95""","8' 2.43""",7.1,0,0,24.6,"10' 3.03""",33.6,"11' 0.03""",NA,NA,3.42,NA,No
Marlon Parmer - 2002,"6' 0.75""",NA,182,"6' 3.5""","8' 2.25""",NA,0,0,26,"10' 4.25""",31.5,"10' 9.75""",10,12.46,3.26,54,No
Stephen Dennis - 2010,"6' 3.75""",NA,172,"6' 7.75""","8' 2.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamar Smith - 2010,"6' 2.5""",NA,172,"6' 4""","8' 2.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malcolm Delaney - 2011,"6' 2""",NA,185,"6' 6.5""","8' 2.25""",NA,0,0,26,"10' 4.25""",NA,NA,NA,11.87,3.32,NA,No
Nihad Djedovic - 2007,NA,"6' 5.75""",198,"6' 7.75""","8' 2.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Allonzo Trier - 2015,"6' 4""","6' 5""",207,"6' 6""","8' 2.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Abdoulaye Mbaye - 2010,"6' 0.83""","6' 2.41""",212,"6' 5.95""","8' 2.03""",NA,0,0,30.3,"10' 8.33""",34.6,"11' 0.63""",NA,NA,NA,NA,No
Duo Meng - 2010,"6' 3.20""","6' 3.98""",204,"6' 3.59""","8' 2.03""",NA,0,0,23.6,"10' 1.63""",31.9,"10' 9.93""",NA,NA,NA,NA,No
Andreas Person - 2010,"6' 2.02""","6' 2.80""",174,"6' 4.38""","8' 2.03""",NA,0,0,25.6,"10' 3.63""",34.6,"11' 0.63""",NA,NA,NA,NA,No
Trey Johnson - 2007,"6' 3.75""","6' 5.75""",216,"6' 5""","8' 2""",5.4,0,0,26.5,"10' 4.5""",35,"11' 1""",18,11.78,3.31,25,No
Javaris Crittenton - 2007,"6' 3""","6' 4.75""",194,"6' 5.5""","8' 2""",4.5,0,0,32.5,"10' 10.5""",38,"11' 4""",11,11.6,3.32,30,19
Acie Law - 2007,"6' 2""","6' 3.5""",186,"6' 6.5""","8' 2""",5.6,0,0,29,"10' 7""",34,"11' 0""",8,11,3.22,32,11
Taquan Dean - 2006,"6' 2""","6' 3""",183,"6' 6.75""","8' 2""",3.9,0,0,30.5,"10' 8.5""",34.5,"11' 0.5""",16,10.53,3.2,7,No
Ramel Bradley - 2008,"6' 1.25""","6' 2.25""",184,"6' 5""","8' 2""",5.7,0,0,24.5,"10' 2.5""",29.5,"10' 7.5""",9,10.68,3.24,NA,No
Mike Taylor - 2008,"6' 0.75""","6' 2""",166,"6' 7.25""","8' 2""",3.8,0,0,31,"10' 9""",39,"11' 5""",2,10.98,3.08,NA,55
Monta Ellis - 2005,"6' 2.25""","6' 3.25""",177,"6' 2.75""","8' 2""",NA,0,0,26.5,"10' 4.5""",31.5,"10' 9.5""",,12.13,3.31,70,40
Raymond Felton - 2005,"5' 11.5""","6' 0.25""",199,"6' 4.25""","8' 2""",NA,0,0,29,"10' 7""",33.5,"10' 11.5""",6,10.5,3.06,18,5
Deron Williams - 2005,"6' 1.75""","6' 2.75""",202,"6' 6.25""","8' 2""",NA,0,0,30,"10' 8""",35,"11' 1""",15,10.83,3.25,10,3
Timmy Bowers - 2004,"6' 0.5""","6' 1.75""",181,"6' 9""","8' 2""",NA,0,0,37,"11' 3""",43.5,"11' 9.5""",13,11.24,3.21,5,No
Chris Duhon - 2004,"6' 0""","6' 1.25""",193,"6' 6.5""","8' 2""",NA,0,0,31.5,"10' 9.5""",35,"11' 1""",7,10.45,3.14,18,38
Beno Udrih - 2004,"6' 2.5""","6' 3.75""",199,"6' 4.5""","8' 2""",NA,0,0,NA,NA,NA,NA,2,NA,NA,77,28
Marcus Hatten - 2003,"6' 0.75""","6' 1.75""",163,"6' 6.25""","8' 2""",4,0,0,29.5,"10' 7.5""",37.5,"11' 3.5""",7,11.5,3.15,32,No
Mire Chatman - 2002,"6' 0""",NA,174,"6' 6""","8' 2""",NA,0,0,29,"10' 7""",33,"10' 11""",1,11.12,3.18,26,No
Kenny Satterfield - 2001,"6' 1""","6' 2.25""",176,"6' 4.5""","8' 2""",NA,0,0,28.5,"10' 6.5""",33,"10' 11""",3,12.05,3.2,57,53
Jodie Meeks - 2009,"6' 3""","6' 4""",211,"6' 4.5""","8' 2""",8,0,0,28.5,"10' 6.5""",37,"11' 3""",14,10.96,3.1,NA,41
Jeremy Lin - 2010,"6' 3""",NA,201,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eric Bledsoe - 2010,"6' 0.25""","6' 1.5""",192,"6' 7.5""","8' 2""",5.6,8.5,9.75,NA,NA,NA,NA,9,NA,NA,NA,18
Adrian Oliver - 2011,"6' 3""",NA,198,"6' 6""","8' 2""",NA,0,0,24.5,"10' 2.5""",NA,NA,NA,12.06,3.52,NA,No
Josh Selby - 2011,"6' 1.75""","6' 3""",195,"6' 5.25""","8' 2""",7.9,8.5,9,29.5,"10' 7.5""",42,"11' 8""",5,11.13,3.2,NA,49
Aaron Brown - 2010,"6' 4""",NA,201,"6' 10""","8' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremiah Davis - 2010,"6' 1.5""",NA,203,"6' 8""","8' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Johnson - 2010,"6' 2""",NA,187,"6' 7""","8' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashad Madden - 2010,"6' 4.5""",NA,171,"6' 11""","8' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B.J. Young - 2010,"6' 2""",NA,158,"6' 8""","8' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Robinson - 2012,"6' 1.5""","6' 3""",201,"6' 2.5""","8' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Fogg - 2012,"6' 1.25""","6' 2.5""",189,"6' 8.5""","8' 2""",8.2,10,0,33,"10' 11""",38.5,"11' 4.5""",13,10.81,3.29,NA,No
Darius Johnson-Odom - 2012,"6' 1""","6' 2""",214,"6' 6.5""","8' 2""",10.2,8.63,0,32.5,"10' 10.5""",40,"11' 6""",17,10.84,3.21,NA,55
Jon Dunn - 2012,"6' 1""","6' 2""",191,"6' 6.25""","8' 2""",9.6,8.88,0,32,"10' 10""",36,"11' 2""",16,12.2,3.23,NA,No
Jared Cunningham - 2012,"6' 3.5""","6' 5""",188,"6' 6.5""","8' 2""",3.6,8.25,9,NA,NA,NA,NA,4,NA,NA,NA,24
Kim English - 2012,"6' 4.5""","6' 5.75""",192,"6' 6.5""","8' 2""",4.3,8.5,8.75,29,"10' 7""",36.5,"11' 2.5""",NA,10.59,3.33,NA,44
John Jenkins - 2012,"6' 3.25""","6' 4.25""",212,"6' 8.5""","8' 2""",7.1,9,9,30.5,"10' 8.5""",36.5,"11' 2.5""",10,11.36,3.37,NA,23
Dion Waiters - 2012,"6' 2.5""","6' 4""",221,"6' 7.25""","8' 2""",8.5,8.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,4
Patrick Beverley - 2009,"6' 0.25""","6' 1.5""",179,"6' 6.5""","8' 2""",NA,0,0,34,"11' 0""",37,"11' 3""",NA,NA,3.62,NA,42
Vaggelis Sakellariou - 2009,"6' 3""","6' 3.75""",201,"6' 3.5""","8' 2""",NA,0,0,24,"10' 2""",26,"10' 4""",NA,NA,3.99,NA,No
D.J. Richardson - 2013,"6' 2.25""",NA,188,"6' 4""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
D.J. Seeley - 2013,"6' 2.25""",NA,190,"6' 6""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ramon Galloway - 2013,"6' 1.75""",NA,174,"6' 7.5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Harrison - 2013,NA,"6' 5""",210,"6' 8""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Andrew Harrison - 2013,NA,"6' 5""",207,"6' 8""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,44
Erick Green - 2013,"6' 1.5""","6' 3""",178,"6' 5.75""","8' 2""",4.4,8.5,9,NA,NA,NA,NA,5,NA,NA,NA,46
Myck Kabongo - 2013,"6' 1.25""","6' 2.75""",180,"6' 6.25""","8' 2""",6,8.25,9,27.5,"10' 5.5""",33.5,"10' 11.5""",2,10.64,3.34,NA,No
Brandon Paul - 2013,"6' 2.75""","6' 4""",201,"6' 10.25""","8' 2""",5.3,8.5,9.5,33.5,"10' 11.5""",39.5,"11' 5.5""",15,11.16,3.37,NA,No
Dennis Schroeder - 2013,"6' 1""","6' 2""",165,"6' 7.75""","8' 2""",4.1,8.75,10.5,30,"10' 8""",34,"11' 0""",1,11.09,3.21,NA,17
Nate Wolters - 2013,"6' 3.5""","6' 4.75""",196,"6' 3.75""","8' 2""",5.5,8.25,8.75,NA,NA,NA,NA,8,NA,NA,NA,38
Josiah Turner - 2013,"6' 2.75""","6' 3.5""",183,"6' 4.75""","8' 2""",4.3,7.25,8.75,31.5,"10' 9.5""",37.5,"11' 3.5""",5,10.67,3.14,NA,No
Brandon Paul - 2013,"6' 2.75""","6' 4""",201,"6' 10.25""","8' 2""",5.3,8,9.5,33.5,"10' 11.5""",39.5,"11' 5.5""",15,11.16,3.34,NA,No
Bryant Crawford - 2012,"6' 1""","6' 2""",171,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Monk - 2012,"6' 1""","6' 2""",159,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Newman - 2012,"6' 1.5""","6' 2.5""",175,"6' 2""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Quentin Goodin - 2013,"6' 2""","6' 3""",167,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nikola Ivanovic - 2013,"6' 2""","6' 3""",188,"6' 5""","8' 2""",NA,0,0,24.5,"10' 2.5""",28,"10' 6""",NA,11.58,3.16,NA,No
James Robinson - 2013,"6' 1""","6' 3""",208,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21
Malik Newman - 2013,NA,"6' 3.5""",182,"6' 4""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Langston Hall - 2014,"6' 1.75""",NA,179,"6' 6.5""","8' 2""",NA,0,0,28.5,"10' 6.5""",NA,NA,NA,11.65,3.36,NA,No
Tyler Johnson - 2014,"6' 2""",NA,177,"6' 6""","8' 2""",NA,0,0,32,"10' 10""",NA,NA,NA,11.41,3.25,NA,No
Devon Saddler - 2014,"5' 11.5""",NA,213,"6' 7""","8' 2""",NA,0,0,28.5,"10' 6.5""",NA,NA,NA,11.14,3.3,NA,No
Jordan Clarkson - 2014,"6' 3.25""","6' 5""",186,"6' 8""","8' 2""",4.3,8.25,9,33,"10' 11""",38.5,"11' 4.5""",NA,10.76,3.28,NA,46
Tyler Ennis - 2014,"6' 1""","6' 2.5""",182,"6' 7.25""","8' 2""",6.2,8.25,8.75,29,"10' 7""",36,"11' 2""",NA,11.12,3.3,NA,18
Ian Miller - 2014,"6' 1.5""","6' 2.5""",193,"6' 6.75""","8' 2""",6.8,8.25,9,32.5,"10' 10.5""",37.5,"11' 3.5""",2,12.04,3.23,NA,No
